survey_year,survey_wave,scenario,geography_level,group_a_code,group_a,group_b_code,group_b,contrast,indoor_exposure_share_difference_a_minus_b,indoor_rate_difference_a_minus_b,outdoor_rate_difference_a_minus_b,borough_id,borough_name,borough_code
2024,2024/25,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.20288474302037351,0.0886619541272164,0.1053664427211216,160.0,Merton,E09000024
2024,2024/25,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09733982501555394,0.06875213072296557,0.022306256923707645,160.0,Merton,E09000024
2024,2024/25,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3109714183449903,0.18178009842583803,0.13316743544374074,171.0,Newham,E09000025
2024,2024/25,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1806685031853369,0.1110756264641722,0.11054060808127823,171.0,Newham,E09000025
2024,2024/25,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.13030291515965342,0.07070447196166584,0.022626827362462507,171.0,Newham,E09000025
2024,2024/25,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29661881185596095,0.1602117683247924,0.12649768108265394,196.0,Redbridge,E09000026
2024,2024/25,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.20548194910441342,0.09068566765578444,0.10505525067648486,196.0,Redbridge,E09000026
2024,2024/25,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09113686275154753,0.06952610066900795,0.021442430406169086,196.0,Redbridge,E09000026
2024,2024/25,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2265279914703313,0.15822418542321576,0.12119431725928295,201.0,Richmond upon Thames,E09000027
2024,2024/25,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19623500598018695,0.08834578822709095,0.09945221282171544,201.0,Richmond upon Thames,E09000027
2024,2024/25,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.030292985490144364,0.0698783971961248,0.021742104437567508,201.0,Richmond upon Thames,E09000027
2024,2024/25,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2584572817871711,0.18087605741499618,0.13215071397173153,241.0,Southwark,E09000028
2024,2024/25,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18395000767997416,0.11067888268047085,0.11019978386038219,241.0,Southwark,E09000028
2024,2024/25,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.07450727410719693,0.07019717473452533,0.021950930111349333,241.0,Southwark,E09000028
2024,2024/25,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.24248714441447294,0.15949569093075142,0.12364471785534278,255.0,Sutton,E09000029
2024,2024/25,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19958452886692146,0.09016702148172481,0.10211795569155104,255.0,Sutton,E09000029
2024,2024/25,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.04290261554755148,0.06932866944902662,0.02152676216379175,255.0,Sutton,E09000029
2024,2024/25,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.31282693871482536,0.18485338725809652,0.13490063740693736,272.0,Tower Hamlets,E09000030
2024,2024/25,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19314208595782556,0.11462696545901893,0.11404062111552057,272.0,Tower Hamlets,E09000030
2024,2024/25,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.1196848527569998,0.07022642179907759,0.020860016291416785,272.0,Tower Hamlets,E09000030
2024,2024/25,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.26588833096424,0.1599076151738079,0.12348094634354939,279.0,Waltham Forest,E09000031
2024,2024/25,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18902156948036142,0.0908984596023338,0.10088928830135645,279.0,Waltham Forest,E09000031
2024,2024/25,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.07686676148387861,0.0690091555714741,0.022591658042192948,279.0,Waltham Forest,E09000031
2024,2024/25,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.27497376259761563,0.18580619037966042,0.13545623156475106,280.0,Wandsworth,E09000032
2024,2024/25,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18264237606600597,0.1152996804320754,0.11330383367206864,280.0,Wandsworth,E09000032
2024,2024/25,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09233138653160966,0.07050650994758503,0.02215239789268243,280.0,Wandsworth,E09000032
2024,2024/25,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3196046074345965,0.1809371267528036,0.1326941166383613,293.0,Westminster,E09000033
2024,2024/25,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18341724214052169,0.11099072143998773,0.11061327624577463,293.0,Westminster,E09000033
2024,2024/25,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.13618736529407482,0.06994640531281587,0.022080840392586665,293.0,Westminster,E09000033
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.24432175240951515,0.1638893051368412,0.13345139948986912,8.0,Barking and Dagenham,E09000002
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18863471489001882,0.09668023988021884,0.10984266851975909,8.0,Barking and Dagenham,E09000002
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.05568703751949633,0.06720906525662233,0.023608730970110032,8.0,Barking and Dagenham,E09000002
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.281243638395423,0.1642202929973874,0.13469173393555464,9.0,Barnet,E09000003
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19121123908485316,0.09678379790368843,0.11106942061165484,9.0,Barnet,E09000003
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09003239931056983,0.06743649509369898,0.023622313323899816,9.0,Barnet,E09000003
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3098371785499101,0.1569497695942396,0.12757968958220048,17.0,Bexley,E09000004
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19700031397930173,0.08892455575136568,0.10472722013296218,17.0,Bexley,E09000004
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11283686457060838,0.0680252138428739,0.02285246944923831,17.0,Bexley,E09000004
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.30762417847139367,0.16371657095613518,0.13308463253569694,30.0,Brent,E09000005
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19280119003627139,0.09548503820384263,0.10964290447296134,30.0,Brent,E09000005
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11482298843512229,0.06823153275229256,0.0234417280627356,30.0,Brent,E09000005
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29143775363836066,0.15963847964274056,0.13451511040514963,35.0,Bromley,E09000006
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1991943149673967,0.09186102990136709,0.11093452532794622,35.0,Bromley,E09000006
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09224343867096396,0.06777744974137348,0.023580585077203415,35.0,Bromley,E09000006
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28936197760291116,0.1945382314438127,0.14909459716308346,44.0,Camden,E09000007
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18314593573821558,0.1253283559286899,0.12590888984169996,44.0,Camden,E09000007
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.10621604186469558,0.06920987551512277,0.023185707321383486,44.0,Camden,E09000007
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.30541352065255023,0.1634472386793897,0.13274029307691682,68.0,Croydon,E09000008
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19046402195632106,0.0951608506624175,0.10902399958127482,68.0,Croydon,E09000008
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11494949869622917,0.06828638801697219,0.023716293495641996,68.0,Croydon,E09000008
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3533802844325664,0.16041887328303162,0.13584835374584392,78.0,Ealing,E09000009
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19671055242806357,0.0924387022564762,0.11168853553168046,78.0,Ealing,E09000009
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.15666973200450285,0.06798017102655543,0.024159818214163454,78.0,Ealing,E09000009
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.34401216533905044,0.16489709875992825,0.13465856847218613,91.0,Enfield,E09000010
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.189678878560276,0.0972848527420256,0.1108416875334627,91.0,Enfield,E09000010
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.15433328677877445,0.06761224601790267,0.023816880938723424,91.0,Enfield,E09000010
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29711966240719445,0.16267261180106857,0.13325358194787712,107.0,Greenwich,E09000011
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1916263674745533,0.09505679540699048,0.10965209052498416,107.0,Greenwich,E09000011
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.10549329493264115,0.0676158163940781,0.02360149142289296,107.0,Greenwich,E09000011
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.31117105044007143,0.18970606602662654,0.14372956581043048,109.0,Hackney,E09000012
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18950606890516974,0.12124562605487413,0.12189180192383392,109.0,Hackney,E09000012
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12166498153490168,0.0684604399717524,0.021837763886596563,109.0,Hackney,E09000012
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28793355561837564,0.19166037498601085,0.14526152700459055,112.0,Hammersmith and Fulham,E09000013
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1704629114059183,0.12280487678476922,0.12094790413773357,112.0,Hammersmith and Fulham,E09000013
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11747064421245734,0.06885549820124164,0.02431362286685697,112.0,Hammersmith and Fulham,E09000013
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3325568407055768,0.19262528401357887,0.14755602259896672,114.0,Haringey,E09000014
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17956899649982117,0.12458115465887983,0.12428437851413715,114.0,Haringey,E09000014
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.15298784420575562,0.06804412935469906,0.02327164408482957,114.0,Haringey,E09000014
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3162737734033487,0.16005435185492478,0.13470343869008522,117.0,Harrow,E09000015
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.20070659629724596,0.09202029843891374,0.111245637941985,117.0,Harrow,E09000015
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11556717710610276,0.06803405341601104,0.02345780074810021,117.0,Harrow,E09000015
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.36362759986963034,0.15854980989124956,0.13050606938414422,122.0,Havering,E09000016
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19741303184871284,0.0905082256847228,0.10728690452699582,122.0,Havering,E09000016
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.1662145680209175,0.06804158420652676,0.02321916485714841,122.0,Havering,E09000016
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3046972126167258,0.15485572879293824,0.12247947920189656,126.0,Hillingdon,E09000017
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18321143761482273,0.08752903174792456,0.098999100808488,126.0,Hillingdon,E09000017
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12148577500190305,0.06732669704501369,0.023480378393408552,126.0,Hillingdon,E09000017
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.31658148189948865,0.15705090386017673,0.12849060873695597,129.0,Hounslow,E09000018
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18525162568339493,0.09005086247013822,0.1043292159843946,129.0,Hounslow,E09000018
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.13132985621609372,0.0670000413900385,0.024161392752561378,129.0,Hounslow,E09000018
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.33637579403409434,0.19377413001465202,0.1484823173623842,135.0,Islington,E09000019
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1707348036107873,0.12589874517522054,0.12414861820920814,135.0,Islington,E09000019
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.16564099042330704,0.06787538483943151,0.024333699153176055,135.0,Islington,E09000019
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3051488471090784,0.19035433058845072,0.1437392078049709,136.0,Kensington and Chelsea,E09000020
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17907511619920624,0.12224079191412256,0.12086042895917837,136.0,Kensington and Chelsea,E09000020
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12607373090987217,0.06811353867432815,0.02287877884579255,136.0,Kensington and Chelsea,E09000020
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3123849065136549,0.16434480588675532,0.13496527317254264,139.0,Kingston upon Thames,E09000021
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19043576293504527,0.09717777111588993,0.11127185524672434,139.0,Kingston upon Thames,E09000021
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12194914357860964,0.06716703477086539,0.02369341792581831,139.0,Kingston upon Thames,E09000021
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.31620755251346266,0.1879945091187205,0.144866551295474,142.0,Lambeth,E09000022
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.184661366838774,0.11905916543817521,0.12177852101244896,142.0,Lambeth,E09000022
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.13154618567468868,0.0689353436805453,0.023088030283025036,142.0,Lambeth,E09000022
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3148714423113661,0.19464383363015542,0.14904842641197935,147.0,Lewisham,E09000023
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1743240751602353,0.12647363023050012,0.12512500256023057,147.0,Lewisham,E09000023
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.1405473671511308,0.06817020339965528,0.02392342385174878,147.0,Lewisham,E09000023
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28797819688125315,0.15676133491253857,0.13557668866831055,160.0,Merton,E09000024
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.2009201228210613,0.0895068816769951,0.11159887315848241,160.0,Merton,E09000024
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08705807406019184,0.0672544532355435,0.023977815509828148,160.0,Merton,E09000024
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3168027251947695,0.19070125615694317,0.14761042971430074,171.0,Newham,E09000025
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1785262437239975,0.12163398330146703,0.12357426616259991,171.0,Newham,E09000025
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.13827648147077198,0.06906727285547613,0.024036163551700847,171.0,Newham,E09000025
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.31022704235162657,0.1635128910418769,0.13540261357905378,196.0,Redbridge,E09000026
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19593900621237093,0.09560992862363236,0.11190087248069326,196.0,Redbridge,E09000026
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11428803613925564,0.06790296241824453,0.023501741098360507,196.0,Redbridge,E09000026
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.285785160668971,0.16154162957633747,0.13429350374630095,201.0,Richmond upon Thames,E09000027
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19861335857010076,0.09343284465308982,0.11094090217807911,201.0,Richmond upon Thames,E09000027
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08717180209887021,0.06810878492324766,0.02335260156822181,201.0,Richmond upon Thames,E09000027
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2888018932410521,0.18672378750711638,0.1421978106405065,241.0,Southwark,E09000028
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1739329587973083,0.11842184971578669,0.11837529229758689,241.0,Southwark,E09000028
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.1148689344437438,0.06830193779132969,0.023822518342919593,241.0,Southwark,E09000028
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2782893560855386,0.16503276663614888,0.13374899952883493,255.0,Sutton,E09000029
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1837245269236285,0.09782368431838713,0.10964473985980859,255.0,Sutton,E09000029
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09456482916191011,0.06720908231776175,0.02410425966902635,255.0,Sutton,E09000029
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.31503823426164035,0.19180976682505838,0.1470962515740182,272.0,Tower Hamlets,E09000030
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18413186001254966,0.12355653437123854,0.12431370279398946,272.0,Tower Hamlets,E09000030
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.13090637424909068,0.06825323245381984,0.022782548780028763,272.0,Tower Hamlets,E09000030
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3379808237020956,0.16538932975354972,0.13495486042536467,279.0,Waltham Forest,E09000031
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1833448569383006,0.09831551286072826,0.11058109570626401,279.0,Waltham Forest,E09000031
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.15463596676379499,0.06707381689282148,0.024373764719100657,279.0,Waltham Forest,E09000031
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29079192973065604,0.1924754356972868,0.14779256819889086,280.0,Wandsworth,E09000032
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1732938202931269,0.12434395770868005,0.12368818737413528,280.0,Wandsworth,E09000032
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.11749810943752914,0.06813147798860676,0.0241043808247556,280.0,Wandsworth,E09000032
2024,2024/25,persistent_legacy,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29863307999922717,0.1910070149663497,0.144863831361699,293.0,Westminster,E09000033
2024,2024/25,persistent_legacy,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1753718287150543,0.1227638334818092,0.12135476781893755,293.0,Westminster,E09000033
2024,2024/25,persistent_legacy,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.12326125128417287,0.06824318148454048,0.023509063542761464,293.0,Westminster,E09000033
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28455777598964327,0.15801811154419898,0.12185065177317642,8.0,Barking and Dagenham,E09000002
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1915043902326672,0.08804915314346928,0.09928326728495132,8.0,Barking and Dagenham,E09000002
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09305338575697608,0.0699689584007297,0.022567384488225102,8.0,Barking and Dagenham,E09000002
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.21624705943006584,0.15751070015733215,0.12251804126680957,9.0,Barnet,E09000003
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.194335036564955,0.08793777939323344,0.10022651523564681,9.0,Barnet,E09000003
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.021912022865110847,0.0695729207640987,0.022291526031162766,9.0,Barnet,E09000003
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.28981733637161033,0.157618747154888,0.12133240625002573,17.0,Bexley,E09000004
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1916650995016579,0.08762163550379495,0.09882601106517563,17.0,Bexley,E09000004
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.09815223686995245,0.06999711165109304,0.022506395184850096,17.0,Bexley,E09000004
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.2930662264309577,0.15816340332813378,0.12174139723272207,30.0,Brent,E09000005
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.18950667383427355,0.08830516735951473,0.09901570819411375,30.0,Brent,E09000005
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.10355955259668415,0.06985823596861906,0.022725689038608315,30.0,Brent,E09000005
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29751550221757816,0.15844239729381004,0.12239908232199162,35.0,Bromley,E09000006
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19196410379227413,0.08845204618827684,0.0998222147674046,35.0,Bromley,E09000006
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.10555139842530403,0.0699903511055332,0.022576867554587026,35.0,Bromley,E09000006
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.26719441971001623,0.18021245207563816,0.1319758308852735,44.0,Camden,E09000007
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.17728240966167852,0.11000566828275281,0.10912273757433637,44.0,Camden,E09000007
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08991201004833771,0.07020678379288535,0.022853093310937135,44.0,Camden,E09000007
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.27518041786433367,0.15797919811072683,0.12151101336000313,68.0,Croydon,E09000008
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19083987930196256,0.08805139826024075,0.09895574896991768,68.0,Croydon,E09000008
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.08434053856237111,0.06992779985048608,0.022555264390085435,68.0,Croydon,E09000008
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.14086220574827812,0.1580048705262447,0.12228907317656965,78.0,Ealing,E09000009
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.19138176917454286,0.08857802226385128,0.09988969684835043,78.0,Ealing,E09000009
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,0.050519563426264735,0.06942684826239343,0.022399376328219207,78.0,Ealing,E09000009
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.3318077250817991,0.15766315611397644,0.12198807884878629,91.0,Enfield,E09000010
2025,2025/26,legacy_recovery,Borough,2,Active,1,Insufficiently Active,Active minus Insufficiently Active,-0.1926398100181559,0.08784803374781895,0.09948433333122389,91.0,Enfield,E09000010
2025,2025/26,legacy_recovery,Borough,1,Insufficiently Active,0,Inactive,Insufficiently Active minus Inactive,-0.13916791506364323,0.0698151223661575,0.022503745517562408,91.0,Enfield,E09000010
2025,2025/26,legacy_recovery,Borough,2,Active,0,Inactive,Active minus Inactive,-0.29338413789213813,0.15792198635414403,0.12200892676175684,107.0,Greenwich,E09000011
