serial,year,month,LA_2023,LondInOut,Reg9,MEMS7GR_ALL,wt_final,wt_time,survey_year,survey_wave,period_start,borough_id,borough_name,borough_code,inner_outer_code,inner_outer,activity_level_code,activity_level,respondent_id,any_recent_comparable_activity,any_indoor,any_outdoor,both,indoor_only,outdoor_only,neither_recorded,recent_activity_without_recorded_location,n_recent_activity_flags,n_indoor_flags,n_outdoor_flags
170390237749481.0,2017,25.0,147.0,1.0,3.0,2.0,3.71937556785454,4.369042856995063,2017,2017/18,2017-11-01,147,Lewisham,E09000023,1,Inner London,2.0,Active,2017_170390237749481.0,1,0,0,0,0,0,1,1,6,0,0
170390287888181.0,2017,33.0,241.0,1.0,3.0,2.0,3.6333981387002536,2.8068715558496757,2017,2017/18,2018-07-01,241,Southwark,E09000028,1,Inner London,2.0,Active,2017_170390287888181.0,1,0,0,0,0,0,1,1,10,0,0
170390287888182.0,2017,33.0,241.0,1.0,3.0,2.0,2.3793095937234483,1.6161715229679716,2017,2017/18,2018-07-01,241,Southwark,E09000028,1,Inner London,2.0,Active,2017_170390287888182.0,1,1,1,1,0,0,0,0,6,3,3
170490106326581.0,2017,30.0,91.0,2.0,3.0,1.0,1.1431737010293217,1.697106540306621,2017,2017/18,2018-04-01,91,Enfield,E09000010,2,Outer London,1.0,Insufficiently Active,2017_170490106326581.0,0,0,0,0,0,0,1,0,0,0,0
170490106326582.0,2017,30.0,91.0,2.0,3.0,2.0,1.827628346856876,2.791836060113619,2017,2017/18,2018-04-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2017_170490106326582.0,1,1,0,0,1,0,0,0,1,1,0
170490206555082.0,2017,29.0,136.0,1.0,3.0,0.0,0.6762449146072527,0.6488690363943446,2017,2017/18,2018-03-01,136,Kensington and Chelsea,E09000020,1,Inner London,0.0,Inactive,2017_170490206555082.0,0,0,0,0,0,0,1,0,0,0,0
170590146446081.0,2017,25.0,114.0,1.0,3.0,1.0,0.4454975165136094,0.456377940356528,2017,2017/18,2017-11-01,114,Haringey,E09000014,1,Inner London,1.0,Insufficiently Active,2017_170590146446081.0,0,0,0,0,0,0,1,0,0,0,0
170690146420182.0,2017,27.0,114.0,1.0,3.0,2.0,0.5492967805743595,0.435273689439146,2017,2017/18,2018-01-01,114,Haringey,E09000014,1,Inner London,2.0,Active,2017_170690146420182.0,0,0,0,0,0,0,1,0,0,0,0
170790096649081.0,2017,25.0,78.0,2.0,3.0,2.0,0.5874990757989379,0.7580431959916875,2017,2017/18,2017-11-01,78,Ealing,E09000009,2,Outer London,2.0,Active,2017_170790096649081.0,1,0,1,0,0,1,0,0,2,0,2
170790287132681.0,2017,25.0,241.0,1.0,3.0,2.0,1.580782411448795,3.2843018826958232,2017,2017/18,2017-11-01,241,Southwark,E09000028,1,Inner London,2.0,Active,2017_170790287132681.0,0,0,0,0,0,0,1,0,0,0,0
170790287132682.0,2017,26.0,241.0,1.0,3.0,2.0,2.7843284601396467,5.243095863767444,2017,2017/18,2017-12-01,241,Southwark,E09000028,1,Inner London,2.0,Active,2017_170790287132682.0,1,1,0,0,1,0,0,0,1,1,0
170790337223981.0,2017,25.0,293.0,1.0,3.0,2.0,5.368578935042516,4.716027263654235,2017,2017/18,2017-11-01,293,Westminster,E09000033,1,Inner London,2.0,Active,2017_170790337223981.0,0,0,0,0,0,0,1,0,0,0,0
170890177380281.0,2017,29.0,126.0,2.0,3.0,2.0,0.627550913210344,0.6867777648450564,2017,2017/18,2018-03-01,126,Hillingdon,E09000017,2,Outer London,2.0,Active,2017_170890177380281.0,0,0,0,0,0,0,1,0,0,0,0
170890177380282.0,2017,29.0,126.0,2.0,3.0,0.0,1.287980874506414,1.6158472382405316,2017,2017/18,2018-03-01,126,Hillingdon,E09000017,2,Outer London,0.0,Inactive,2017_170890177380282.0,0,0,0,0,0,0,1,0,0,0,0
170890267594281.0,2017,25.0,196.0,2.0,3.0,2.0,3.281224375879953,2.48812196497304,2017,2017/18,2017-11-01,196,Redbridge,E09000026,2,Outer London,2.0,Active,2017_170890267594281.0,1,0,0,0,0,0,1,1,3,0,0
170890287656681.0,2017,25.0,241.0,1.0,3.0,2.0,2.3216194471603813,4.174766335552288,2017,2017/18,2017-11-01,241,Southwark,E09000028,1,Inner London,2.0,Active,2017_170890287656681.0,1,1,0,0,1,0,0,0,4,4,0
170990077196781.0,2017,27.0,44.0,1.0,3.0,2.0,0.7406325578830852,0.9675645765314616,2017,2017/18,2018-01-01,44,Camden,E09000007,1,Inner London,2.0,Active,2017_170990077196781.0,1,0,1,0,0,1,0,0,1,0,1
170990077199581.0,2017,25.0,44.0,1.0,3.0,2.0,1.043178272912708,1.391008254527322,2017,2017/18,2017-11-01,44,Camden,E09000007,1,Inner London,2.0,Active,2017_170990077199581.0,0,0,0,0,0,0,1,0,0,0,0
170990097233781.0,2017,26.0,78.0,2.0,3.0,0.0,1.106906918585567,2.053737093215952,2017,2017/18,2017-12-01,78,Ealing,E09000009,2,Outer London,0.0,Inactive,2017_170990097233781.0,0,0,0,0,0,0,1,0,0,0,0
170990107284081.0,2017,25.0,91.0,2.0,3.0,1.0,3.87697121384919,4.158596317569851,2017,2017/18,2017-11-01,91,Enfield,E09000010,2,Outer London,1.0,Insufficiently Active,2017_170990107284081.0,0,0,0,0,0,0,1,0,0,0,0
170990117324282.0,2017,26.0,107.0,2.0,3.0,0.0,0.4019122941360037,0.5555392182305503,2017,2017/18,2017-12-01,107,Greenwich,E09000011,2,Outer London,0.0,Inactive,2017_170990117324282.0,0,0,0,0,0,0,1,0,0,0,0
170990127368981.0,2017,25.0,109.0,1.0,3.0,2.0,1.5360026498393884,2.4237365703030296,2017,2017/18,2017-11-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2017_170990127368981.0,0,0,0,0,0,0,1,0,0,0,0
170990127368982.0,2017,25.0,109.0,1.0,3.0,0.0,7.608565683565005,15.609995301915866,2017,2017/18,2017-11-01,109,Hackney,E09000012,1,Inner London,0.0,Inactive,2017_170990127368982.0,0,0,0,0,0,0,1,0,0,0,0
170990147408282.0,2017,25.0,114.0,1.0,3.0,2.0,1.7166074876460309,1.8868982540300705,2017,2017/18,2017-11-01,114,Haringey,E09000014,1,Inner London,2.0,Active,2017_170990147408282.0,1,0,0,0,0,0,1,1,3,0,0
170990147453181.0,2017,26.0,114.0,1.0,3.0,1.0,4.397579885499568,7.318109756267594,2017,2017/18,2017-12-01,114,Haringey,E09000014,1,Inner London,1.0,Insufficiently Active,2017_170990147453181.0,1,0,0,0,0,0,1,1,1,0,0
170990157465982.0,2017,25.0,117.0,2.0,3.0,1.0,2.6668356869175014,1.1201305425881751,2017,2017/18,2017-11-01,117,Harrow,E09000015,2,Outer London,1.0,Insufficiently Active,2017_170990157465982.0,1,0,0,0,0,0,1,1,2,0,0
170990157475381.0,2017,25.0,117.0,2.0,3.0,1.0,0.9591539219003402,0.8691869580340003,2017,2017/18,2017-11-01,117,Harrow,E09000015,2,Outer London,1.0,Insufficiently Active,2017_170990157475381.0,1,1,0,0,1,0,0,0,3,3,0
170990157475382.0,2017,25.0,117.0,2.0,3.0,2.0,2.7459179966572664,2.062370454605621,2017,2017/18,2017-11-01,117,Harrow,E09000015,2,Outer London,2.0,Active,2017_170990157475382.0,1,0,0,0,0,0,1,1,3,0,0
170990227648981.0,2017,36.0,142.0,1.0,3.0,1.0,4.13595087977999,4.267469463799591,2017,2017/18,2018-10-01,142,Lambeth,E09000022,1,Inner London,1.0,Insufficiently Active,2017_170990227648981.0,1,0,0,0,0,0,1,1,2,0,0
170990227648982.0,2017,36.0,142.0,1.0,3.0,2.0,4.08471211097427,5.905637132011911,2017,2017/18,2018-10-01,142,Lambeth,E09000022,1,Inner London,2.0,Active,2017_170990227648982.0,0,0,0,0,0,0,1,0,0,0,0
170990227650981.0,2017,25.0,142.0,1.0,3.0,2.0,2.905886058551721,2.310602254656481,2017,2017/18,2017-11-01,142,Lambeth,E09000022,1,Inner London,2.0,Active,2017_170990227650981.0,1,1,0,0,1,0,0,0,4,4,0
170990227650982.0,2017,25.0,142.0,1.0,3.0,2.0,2.4140026902307468,2.1579977998046043,2017,2017/18,2017-11-01,142,Lambeth,E09000022,1,Inner London,2.0,Active,2017_170990227650982.0,0,0,0,0,0,0,1,0,0,0,0
170990247691181.0,2017,25.0,160.0,2.0,3.0,2.0,1.4988623513865167,1.1933272593762905,2017,2017/18,2017-11-01,160,Merton,E09000024,2,Outer London,2.0,Active,2017_170990247691181.0,1,1,0,0,1,0,0,0,1,1,0
170990257704781.0,2017,25.0,171.0,1.0,3.0,1.0,5.859762839756667,5.614675407610736,2017,2017/18,2017-11-01,171,Newham,E09000025,1,Inner London,1.0,Insufficiently Active,2017_170990257704781.0,1,0,0,0,0,0,1,1,1,0,0
170990257704782.0,2017,25.0,171.0,1.0,3.0,1.0,2.2944273900375194,2.3179631565281307,2017,2017/18,2017-11-01,171,Newham,E09000025,1,Inner London,1.0,Insufficiently Active,2017_170990257704782.0,0,0,0,0,0,0,1,0,0,0,0
170990257712481.0,2017,25.0,171.0,1.0,3.0,2.0,3.5838344006627927,2.845561999669356,2017,2017/18,2017-11-01,171,Newham,E09000025,1,Inner London,2.0,Active,2017_170990257712481.0,1,0,0,0,0,0,1,1,4,0,0
170990267739781.0,2017,26.0,196.0,2.0,3.0,0.0,10.374879945166064,5.228255300727848,2017,2017/18,2017-12-01,196,Redbridge,E09000026,2,Outer London,0.0,Inactive,2017_170990267739781.0,0,0,0,0,0,0,1,0,0,0,0
170990267739782.0,2017,26.0,196.0,2.0,3.0,2.0,6.237696291856719,2.6884804590582,2017,2017/18,2017-12-01,196,Redbridge,E09000026,2,Outer London,2.0,Active,2017_170990267739782.0,0,0,0,0,0,0,1,0,0,0,0
170990287798382.0,2017,25.0,241.0,1.0,3.0,2.0,2.4807164615538,2.3475135533723366,2017,2017/18,2017-11-01,241,Southwark,E09000028,1,Inner London,2.0,Active,2017_170990287798382.0,0,0,0,0,0,0,1,0,0,0,0
170990297818581.0,2017,26.0,255.0,2.0,3.0,1.0,1.480151044625218,1.3176513239801306,2017,2017/18,2017-12-01,255,Sutton,E09000029,2,Outer London,1.0,Insufficiently Active,2017_170990297818581.0,0,0,0,0,0,0,1,0,0,0,0
170990317839981.0,2017,26.0,279.0,2.0,3.0,2.0,2.0762287015299496,2.705074759478334,2017,2017/18,2017-12-01,279,Waltham Forest,E09000031,2,Outer London,2.0,Active,2017_170990317839981.0,1,1,1,1,0,0,0,0,8,7,1
170990327869782.0,2017,25.0,280.0,1.0,3.0,1.0,5.675702570439322,2.534833162756092,2017,2017/18,2017-11-01,280,Wandsworth,E09000032,1,Inner London,1.0,Insufficiently Active,2017_170990327869782.0,0,0,0,0,0,0,1,0,0,0,0
170990337905181.0,2017,25.0,293.0,1.0,3.0,1.0,2.751940003159292,2.8658679386357484,2017,2017/18,2017-11-01,293,Westminster,E09000033,1,Inner London,1.0,Insufficiently Active,2017_170990337905181.0,0,0,0,0,0,0,1,0,0,0,0
171090026681281.0,2017,25.0,8.0,2.0,3.0,0.0,1.5462847334534058,2.2290625045788124,2017,2017/18,2017-11-01,8,Barking and Dagenham,E09000002,2,Outer London,0.0,Inactive,2017_171090026681281.0,0,0,0,0,0,0,1,0,0,0,0
171090026685181.0,2017,25.0,8.0,2.0,3.0,1.0,1.536078539840399,2.210097059947862,2017,2017/18,2017-11-01,8,Barking and Dagenham,E09000002,2,Outer London,1.0,Insufficiently Active,2017_171090026685181.0,1,0,0,0,0,0,1,1,2,0,0
171090026685182.0,2017,25.0,8.0,2.0,3.0,2.0,1.0192627014630025,1.944925697762336,2017,2017/18,2017-11-01,8,Barking and Dagenham,E09000002,2,Outer London,2.0,Active,2017_171090026685182.0,0,0,0,0,0,0,1,0,0,0,0
171090026687181.0,2017,25.0,8.0,2.0,3.0,0.0,0.7168810563439972,1.2680383771891417,2017,2017/18,2017-11-01,8,Barking and Dagenham,E09000002,2,Outer London,0.0,Inactive,2017_171090026687181.0,0,0,0,0,0,0,1,0,0,0,0
171090026694981.0,2017,25.0,8.0,2.0,3.0,2.0,0.3869842059384837,0.5942921552226413,2017,2017/18,2017-11-01,8,Barking and Dagenham,E09000002,2,Outer London,2.0,Active,2017_171090026694981.0,0,0,0,0,0,0,1,0,0,0,0
171090026704881.0,2017,25.0,8.0,2.0,3.0,0.0,1.4531023021151712,2.113126802529362,2017,2017/18,2017-11-01,8,Barking and Dagenham,E09000002,2,Outer London,0.0,Inactive,2017_171090026704881.0,0,0,0,0,0,0,1,0,0,0,0
171090026705681.0,2017,25.0,8.0,2.0,3.0,2.0,2.5480755773556054,3.80369168504531,2017,2017/18,2017-11-01,8,Barking and Dagenham,E09000002,2,Outer London,2.0,Active,2017_171090026705681.0,1,0,0,0,0,0,1,1,1,0,0
171090026710381.0,2017,25.0,8.0,2.0,3.0,2.0,1.1406639491289432,1.3203332093927027,2017,2017/18,2017-11-01,8,Barking and Dagenham,E09000002,2,Outer London,2.0,Active,2017_171090026710381.0,0,0,0,0,0,0,1,0,0,0,0
171090026710681.0,2017,25.0,8.0,2.0,3.0,2.0,0.9468699319321376,1.444996364469041,2017,2017/18,2017-11-01,8,Barking and Dagenham,E09000002,2,Outer London,2.0,Active,2017_171090026710681.0,0,0,0,0,0,0,1,0,0,0,0
171090026723281.0,2017,25.0,8.0,2.0,3.0,0.0,0.4406764042879444,0.9097041977420144,2017,2017/18,2017-11-01,8,Barking and Dagenham,E09000002,2,Outer London,0.0,Inactive,2017_171090026723281.0,0,0,0,0,0,0,1,0,0,0,0
171090036733881.0,2017,26.0,9.0,2.0,3.0,2.0,10.088587768158511,9.450358700121871,2017,2017/18,2017-12-01,9,Barnet,E09000003,2,Outer London,2.0,Active,2017_171090036733881.0,0,0,0,0,0,0,1,0,0,0,0
171090036737782.0,2017,25.0,9.0,2.0,3.0,0.0,2.737752135248121,2.172750865352998,2017,2017/18,2017-11-01,9,Barnet,E09000003,2,Outer London,0.0,Inactive,2017_171090036737782.0,0,0,0,0,0,0,1,0,0,0,0
171090036738781.0,2017,25.0,9.0,2.0,3.0,2.0,1.7277872331148934,2.304144102712575,2017,2017/18,2017-11-01,9,Barnet,E09000003,2,Outer London,2.0,Active,2017_171090036738781.0,1,0,0,0,0,0,1,1,6,0,0
171090036738782.0,2017,25.0,9.0,2.0,3.0,0.0,1.7277872331148934,2.304144102712575,2017,2017/18,2017-11-01,9,Barnet,E09000003,2,Outer London,0.0,Inactive,2017_171090036738782.0,0,0,0,0,0,0,1,0,0,0,0
171090036739782.0,2017,25.0,9.0,2.0,3.0,0.0,3.208195742378265,4.316964111627578,2017,2017/18,2017-11-01,9,Barnet,E09000003,2,Outer London,0.0,Inactive,2017_171090036739782.0,1,0,0,0,0,0,1,1,1,0,0
171090036749381.0,2017,25.0,9.0,2.0,3.0,2.0,3.191683473561644,2.563655618765903,2017,2017/18,2017-11-01,9,Barnet,E09000003,2,Outer London,2.0,Active,2017_171090036749381.0,0,0,0,0,0,0,1,0,0,0,0
171090036751581.0,2017,25.0,9.0,2.0,3.0,2.0,7.288219510395389,13.807338166539235,2017,2017/18,2017-11-01,9,Barnet,E09000003,2,Outer London,2.0,Active,2017_171090036751581.0,1,0,0,0,0,0,1,1,3,0,0
171090036754382.0,2017,25.0,9.0,2.0,3.0,1.0,3.83754684093034,5.196310040965019,2017,2017/18,2017-11-01,9,Barnet,E09000003,2,Outer London,1.0,Insufficiently Active,2017_171090036754382.0,0,0,0,0,0,0,1,0,0,0,0
171090046757981.0,2017,25.0,17.0,2.0,3.0,0.0,0.9426537505107916,0.8980730085335148,2017,2017/18,2017-11-01,17,Bexley,E09000004,2,Outer London,0.0,Inactive,2017_171090046757981.0,0,0,0,0,0,0,1,0,0,0,0
171090046769982.0,2017,25.0,17.0,2.0,3.0,1.0,0.8317784414419718,0.7856875442656622,2017,2017/18,2017-11-01,17,Bexley,E09000004,2,Outer London,1.0,Insufficiently Active,2017_171090046769982.0,0,0,0,0,0,0,1,0,0,0,0
171090046776681.0,2017,25.0,17.0,2.0,3.0,1.0,1.7605724740852846,1.0960747354915257,2017,2017/18,2017-11-01,17,Bexley,E09000004,2,Outer London,1.0,Insufficiently Active,2017_171090046776681.0,0,0,0,0,0,0,1,0,0,0,0
171090056779382.0,2017,25.0,30.0,2.0,3.0,2.0,0.9138088379405734,0.7900852628949664,2017,2017/18,2017-11-01,30,Brent,E09000005,2,Outer London,2.0,Active,2017_171090056779382.0,1,0,0,0,0,0,1,1,1,0,0
171090056791481.0,2017,25.0,30.0,2.0,3.0,2.0,0.9342744493483112,0.7902861811018345,2017,2017/18,2017-11-01,30,Brent,E09000005,2,Outer London,2.0,Active,2017_171090056791481.0,1,0,1,0,0,1,0,0,1,0,1
171090056793481.0,2017,26.0,30.0,2.0,3.0,2.0,0.8740267647024851,1.051519258968137,2017,2017/18,2017-12-01,30,Brent,E09000005,2,Outer London,2.0,Active,2017_171090056793481.0,1,1,0,0,1,0,0,0,1,1,0
171090056799682.0,2017,25.0,30.0,2.0,3.0,2.0,2.2339934627176445,2.0965478867803555,2017,2017/18,2017-11-01,30,Brent,E09000005,2,Outer London,2.0,Active,2017_171090056799682.0,0,0,0,0,0,0,1,0,0,0,0
171090056800081.0,2017,25.0,30.0,2.0,3.0,2.0,1.5220549637465055,1.6191260999369597,2017,2017/18,2017-11-01,30,Brent,E09000005,2,Outer London,2.0,Active,2017_171090056800081.0,1,0,0,0,0,0,1,1,2,0,0
171090056800082.0,2017,25.0,30.0,2.0,3.0,2.0,0.825429529714215,0.744746667693226,2017,2017/18,2017-11-01,30,Brent,E09000005,2,Outer London,2.0,Active,2017_171090056800082.0,1,0,1,0,0,1,0,0,1,0,1
171090066804281.0,2017,25.0,35.0,2.0,3.0,2.0,3.3787114597855594,2.7783139532535794,2017,2017/18,2017-11-01,35,Bromley,E09000006,2,Outer London,2.0,Active,2017_171090066804281.0,1,1,0,0,1,0,0,0,2,2,0
171090066806681.0,2017,25.0,35.0,2.0,3.0,0.0,2.0123001864559558,2.460862673768802,2017,2017/18,2017-11-01,35,Bromley,E09000006,2,Outer London,0.0,Inactive,2017_171090066806681.0,0,0,0,0,0,0,1,0,0,0,0
171090066806682.0,2017,25.0,35.0,2.0,3.0,0.0,2.0123001864559558,2.460862673768802,2017,2017/18,2017-11-01,35,Bromley,E09000006,2,Outer London,0.0,Inactive,2017_171090066806682.0,0,0,0,0,0,0,1,0,0,0,0
171090066812581.0,2017,25.0,35.0,2.0,3.0,0.0,1.1816601446217745,1.1195512899519815,2017,2017/18,2017-11-01,35,Bromley,E09000006,2,Outer London,0.0,Inactive,2017_171090066812581.0,0,0,0,0,0,0,1,0,0,0,0
171090066813981.0,2017,25.0,35.0,2.0,3.0,1.0,2.5797829809242505,2.403924754797267,2017,2017/18,2017-11-01,35,Bromley,E09000006,2,Outer London,1.0,Insufficiently Active,2017_171090066813981.0,0,0,0,0,0,0,1,0,0,0,0
171090066813982.0,2017,25.0,35.0,2.0,3.0,2.0,1.6893557298927795,1.3891569766267895,2017,2017/18,2017-11-01,35,Bromley,E09000006,2,Outer London,2.0,Active,2017_171090066813982.0,1,0,0,0,0,0,1,1,2,0,0
171090076819082.0,2017,25.0,44.0,1.0,3.0,1.0,1.6356810315770496,1.802238534735334,2017,2017/18,2017-11-01,44,Camden,E09000007,1,Inner London,1.0,Insufficiently Active,2017_171090076819082.0,1,0,0,0,0,0,1,1,2,0,0
171090086828281.0,2017,25.0,68.0,2.0,3.0,2.0,1.6452369830922566,1.879411490729474,2017,2017/18,2017-11-01,68,Croydon,E09000008,2,Outer London,2.0,Active,2017_171090086828281.0,0,0,0,0,0,0,1,0,0,0,0
171090086828282.0,2017,25.0,68.0,2.0,3.0,2.0,2.145574606335692,2.396464167356776,2017,2017/18,2017-11-01,68,Croydon,E09000008,2,Outer London,2.0,Active,2017_171090086828282.0,0,0,0,0,0,0,1,0,0,0,0
171090086829681.0,2017,25.0,68.0,2.0,3.0,2.0,7.766840957009164,10.151570938951425,2017,2017/18,2017-11-01,68,Croydon,E09000008,2,Outer London,2.0,Active,2017_171090086829681.0,0,0,0,0,0,0,1,0,0,0,0
171090086830281.0,2017,25.0,68.0,2.0,3.0,0.0,4.362688189527908,5.995047669974063,2017,2017/18,2017-11-01,68,Croydon,E09000008,2,Outer London,0.0,Inactive,2017_171090086830281.0,0,0,0,0,0,0,1,0,0,0,0
171090086835481.0,2017,25.0,68.0,2.0,3.0,2.0,6.285620343408845,8.210640356564467,2017,2017/18,2017-11-01,68,Croydon,E09000008,2,Outer London,2.0,Active,2017_171090086835481.0,0,0,0,0,0,0,1,0,0,0,0
171090086837281.0,2017,25.0,68.0,2.0,3.0,0.0,1.1949075907511126,1.315370905666414,2017,2017/18,2017-11-01,68,Croydon,E09000008,2,Outer London,0.0,Inactive,2017_171090086837281.0,0,0,0,0,0,0,1,0,0,0,0
171090096848481.0,2017,25.0,78.0,2.0,3.0,2.0,7.464145652131222,9.598163100650927,2017,2017/18,2017-11-01,78,Ealing,E09000009,2,Outer London,2.0,Active,2017_171090096848481.0,0,0,0,0,0,0,1,0,0,0,0
171090096855782.0,2017,25.0,78.0,2.0,3.0,1.0,1.206987382078234,1.0290405962834073,2017,2017/18,2017-11-01,78,Ealing,E09000009,2,Outer London,1.0,Insufficiently Active,2017_171090096855782.0,0,0,0,0,0,0,1,0,0,0,0
171090096858081.0,2017,25.0,78.0,2.0,3.0,2.0,1.22083243444575,1.849215377430999,2017,2017/18,2017-11-01,78,Ealing,E09000009,2,Outer London,2.0,Active,2017_171090096858081.0,1,0,0,0,0,0,1,1,1,0,0
171090096858082.0,2017,25.0,78.0,2.0,3.0,1.0,1.9142189310740547,2.975951247551081,2017,2017/18,2017-11-01,78,Ealing,E09000009,2,Outer London,1.0,Insufficiently Active,2017_171090096858082.0,0,0,0,0,0,0,1,0,0,0,0
171090106862781.0,2017,25.0,91.0,2.0,3.0,0.0,0.6754349775285334,0.5528596355368725,2017,2017/18,2017-11-01,91,Enfield,E09000010,2,Outer London,0.0,Inactive,2017_171090106862781.0,0,0,0,0,0,0,1,0,0,0,0
171090106867681.0,2017,25.0,91.0,2.0,3.0,0.0,2.6152941758926525,1.6737104994862382,2017,2017/18,2017-11-01,91,Enfield,E09000010,2,Outer London,0.0,Inactive,2017_171090106867681.0,0,0,0,0,0,0,1,0,0,0,0
171090106870283.0,2017,25.0,91.0,2.0,3.0,0.0,1.297314546516829,0.92011625712329,2017,2017/18,2017-11-01,91,Enfield,E09000010,2,Outer London,0.0,Inactive,2017_171090106870283.0,0,0,0,0,0,0,1,0,0,0,0
171090106871382.0,2017,25.0,91.0,2.0,3.0,2.0,2.263576444807509,1.0575170728878407,2017,2017/18,2017-11-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2017_171090106871382.0,1,0,0,0,0,0,1,1,1,0,0
171090106871682.0,2017,25.0,91.0,2.0,3.0,2.0,5.177084305777099,2.4407080236708656,2017,2017/18,2017-11-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2017_171090106871682.0,1,0,0,0,0,0,1,1,1,0,0
171090106872182.0,2017,25.0,91.0,2.0,3.0,2.0,2.534463561792445,1.220097157095029,2017,2017/18,2017-11-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2017_171090106872182.0,1,1,1,1,0,0,0,0,1,1,1
171090106880781.0,2017,25.0,91.0,2.0,3.0,1.0,3.908749989431363,2.058304601451017,2017,2017/18,2017-11-01,91,Enfield,E09000010,2,Outer London,1.0,Insufficiently Active,2017_171090106880781.0,1,0,0,0,0,0,1,1,2,0,0
171090106898981.0,2017,25.0,91.0,2.0,3.0,2.0,4.112567432882296,3.229370152952382,2017,2017/18,2017-11-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2017_171090106898981.0,1,0,0,0,0,0,1,1,5,0,0
171090106899081.0,2017,25.0,91.0,2.0,3.0,2.0,2.6737157440102264,2.092801641515436,2017,2017/18,2017-11-01,91,Enfield,E09000010,2,Outer London,2.0,Active,2017_171090106899081.0,1,0,0,0,0,0,1,1,1,0,0
171090106905981.0,2017,25.0,91.0,2.0,3.0,0.0,3.773786394737976,4.379686517859836,2017,2017/18,2017-11-01,91,Enfield,E09000010,2,Outer London,0.0,Inactive,2017_171090106905981.0,0,0,0,0,0,0,1,0,0,0,0
171090106905982.0,2017,25.0,91.0,2.0,3.0,1.0,5.817699402620653,6.3620840187922205,2017,2017/18,2017-11-01,91,Enfield,E09000010,2,Outer London,1.0,Insufficiently Active,2017_171090106905982.0,1,0,0,0,0,0,1,1,2,0,0
171090116921581.0,2017,25.0,107.0,2.0,3.0,2.0,0.7448844942195785,0.8441200047977937,2017,2017/18,2017-11-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2017_171090116921581.0,0,0,0,0,0,0,1,0,0,0,0
171090116922081.0,2017,25.0,107.0,2.0,3.0,2.0,0.4991587821539358,0.4738072762765177,2017,2017/18,2017-11-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2017_171090116922081.0,1,1,0,0,1,0,0,0,1,1,0
171090116924281.0,2017,25.0,107.0,2.0,3.0,2.0,0.7641853063811279,0.8328453488685656,2017,2017/18,2017-11-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2017_171090116924281.0,1,0,0,0,0,0,1,1,1,0,0
171090116926481.0,2017,25.0,107.0,2.0,3.0,2.0,1.1481884925446608,1.1142479988509004,2017,2017/18,2017-11-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2017_171090116926481.0,1,0,1,0,0,1,0,0,5,0,5
171090116932781.0,2017,26.0,107.0,2.0,3.0,2.0,1.0182027042014017,0.993564458418059,2017,2017/18,2017-12-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2017_171090116932781.0,1,0,0,0,0,0,1,1,1,0,0
171090116936881.0,2017,25.0,107.0,2.0,3.0,2.0,0.8909087797137208,0.8162424603937952,2017,2017/18,2017-11-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2017_171090116936881.0,1,1,0,0,1,0,0,0,1,1,0
171090116942681.0,2017,25.0,107.0,2.0,3.0,2.0,0.3418882448845714,0.4162859649863238,2017,2017/18,2017-11-01,107,Greenwich,E09000011,2,Outer London,2.0,Active,2017_171090116942681.0,0,0,0,0,0,0,1,0,0,0,0
171090116948582.0,2017,25.0,107.0,2.0,3.0,0.0,2.374360366440313,2.871100036669602,2017,2017/18,2017-11-01,107,Greenwich,E09000011,2,Outer London,0.0,Inactive,2017_171090116948582.0,0,0,0,0,0,0,1,0,0,0,0
171090126984281.0,2017,25.0,109.0,1.0,3.0,2.0,1.5507200972579092,2.4242462059440024,2017,2017/18,2017-11-01,109,Hackney,E09000012,1,Inner London,2.0,Active,2017_171090126984281.0,1,1,0,0,1,0,0,0,3,3,0
171090136987881.0,2017,25.0,112.0,1.0,3.0,2.0,1.265054401122847,1.0902785000943804,2017,2017/18,2017-11-01,112,Hammersmith and Fulham,E09000013,1,Inner London,2.0,Active,2017_171090136987881.0,1,0,0,0,0,0,1,1,6,0,0
171090136987882.0,2017,25.0,112.0,1.0,3.0,2.0,1.740201522309545,1.4136116805255814,2017,2017/18,2017-11-01,112,Hammersmith and Fulham,E09000013,1,Inner London,2.0,Active,2017_171090136987882.0,1,0,0,0,0,0,1,1,1,0,0
171090136998482.0,2017,25.0,112.0,1.0,3.0,2.0,1.2387453687951042,0.9241954901586006,2017,2017/18,2017-11-01,112,Hammersmith and Fulham,E09000013,1,Inner London,2.0,Active,2017_171090136998482.0,0,0,0,0,0,0,1,0,0,0,0
