series_id,year,LA_2023,age_group_code,age_group,frequent_volunteer_rate,not_frequent_volunteer_rate,n_parent_cell,weighted_n_parent_cell,sum_weight_squared,effective_n_parent_cell,n_frequent_volunteer,weighted_n_frequent_volunteer,n_not_frequent_volunteer,weighted_n_not_frequent_volunteer,small_cell,few_frequent_cases,zero_frequent_cases,cell_observed,rate_available,observed_years_in_series,series_coverage_rate,series_has_history,series_complete_history
borough_8__age_2,3,8,2,16-24,0.014015884953159776,0.9859841150468401,26,85.82161815871275,499.6313802876355,14.741568352131317,1,1.2028659266065258,25,84.61875223210622,True,True,False,True,True,6,1.0,True,True
borough_8__age_2,4,8,2,16-24,0.08471769030243319,0.9152823096975669,29,67.95090453130692,244.13215947133963,18.91322075969613,3,5.756643685853463,26,62.19426084545346,True,True,False,True,True,6,1.0,True,True
borough_8__age_2,5,8,2,16-24,0.17052077894340276,0.8294792210565972,45,74.23585904605582,174.22290925730326,31.631676866140115,6,12.658756510066091,39,61.57710253598973,False,False,False,True,True,6,1.0,True,True
borough_8__age_2,6,8,2,16-24,0.14432473776277888,0.8556752622372211,53,72.11126295078671,158.25617514090567,32.85833389899369,8,10.407439115115084,45,61.70382383567163,False,False,False,True,True,6,1.0,True,True
borough_8__age_2,7,8,2,16-24,0.07360264983457018,0.9263973501654298,51,83.10146124876267,191.53144642299674,36.05597404839749,9,6.116487753033783,42,76.9849734957289,False,False,False,True,True,6,1.0,True,True
borough_8__age_2,8,8,2,16-24,0.14079542676831747,0.8592045732316825,61,91.98311065944606,188.73429963872024,44.82965026910288,7,12.950801320774078,54,79.03230933867198,False,False,False,True,True,6,1.0,True,True
borough_8__age_3,3,8,3,25-34,0.035771036511207915,0.9642289634887921,50,92.36341692215991,311.1025109984171,27.421831981228024,2,3.303935159022501,48,89.05948176313741,False,True,False,True,True,6,1.0,True,True
borough_8__age_3,4,8,3,25-34,0.06754566933607946,0.9324543306639206,63,112.34710261623631,325.1972798329291,38.812967540034926,6,7.588560244182885,57,104.75854237205343,False,False,False,True,True,6,1.0,True,True
borough_8__age_3,5,8,3,25-34,0.12082795781307515,0.8791720421869248,77,92.44744996512712,176.75133897706198,48.35341590347904,7,11.170236584312756,70,81.27721338081436,False,False,False,True,True,6,1.0,True,True
borough_8__age_3,6,8,3,25-34,0.007624081864441495,0.9923759181355585,71,67.72533660801038,106.3144537388228,43.14296934578877,2,0.5163435105963277,69,67.20899309741405,False,True,False,True,True,6,1.0,True,True
borough_8__age_3,7,8,3,25-34,0.13069353501528203,0.869306464984718,84,97.23050212732522,193.7880587349903,48.7840716587189,12,12.707398034331034,72,84.52310409299419,False,False,False,True,True,6,1.0,True,True
borough_8__age_3,8,8,3,25-34,0.011863159244037982,0.988136840755962,68,78.19067521620175,140.65309236583596,43.46709757979384,3,0.9275884314886554,65,77.2630867847131,False,True,False,True,True,6,1.0,True,True
borough_8__age_4,3,8,4,35-44,0.07688770668633346,0.9231122933136665,61,87.230667423234,211.3184512986873,36.0081634724252,6,6.706965970890719,55,80.52370145234327,False,False,False,True,True,6,1.0,True,True
borough_8__age_4,4,8,4,35-44,0.12549039026774494,0.8745096097322552,67,87.17474002775128,173.4468732369022,43.814195996063546,6,10.939592147571714,61,76.23514788017958,False,False,False,True,True,6,1.0,True,True
borough_8__age_4,5,8,4,35-44,0.08643368176449633,0.9135663182355038,75,80.99891993815521,161.38070538628702,40.654333586183284,6,7.0010348692024245,69,73.9978850689528,False,False,False,True,True,6,1.0,True,True
borough_8__age_4,6,8,4,35-44,0.06657526679047635,0.9334247332095237,107,111.54083942949799,189.4728780821769,65.66300668764356,10,7.425861143052511,97,104.11497828644548,False,False,False,True,True,6,1.0,True,True
borough_8__age_4,7,8,4,35-44,0.2057131720261667,0.7942868279738333,95,99.11596142767722,159.24482183042392,61.69100945834282,15,20.38945882371067,80,78.72650260396655,False,False,False,True,True,6,1.0,True,True
borough_8__age_4,8,8,4,35-44,0.08479263622826938,0.9152073637717306,104,104.96721155190251,168.56086222949273,65.36579936320497,9,8.900446585016265,95,96.06676496688624,False,False,False,True,True,6,1.0,True,True
borough_8__age_5,3,8,5,45-54,0.1453762284453361,0.854623771554664,59,76.19676581594248,173.33307614063236,33.495898475251046,8,11.07719843405423,51,65.11956738188826,False,False,False,True,True,6,1.0,True,True
borough_8__age_5,4,8,5,45-54,0.07674507598947525,0.9232549240105247,55,59.76302347786758,94.29965940688353,37.87520546394928,5,4.586517778169741,50,55.176505699697834,False,False,False,True,True,6,1.0,True,True
borough_8__age_5,5,8,5,45-54,0.19103491891449878,0.8089650810855012,52,61.347150729699564,118.64410750027476,31.72068956432381,8,11.71944796528369,44,49.62770276441587,False,False,False,True,True,6,1.0,True,True
borough_8__age_5,6,8,5,45-54,0.10790880781521901,0.892091192184781,82,86.45875575428892,156.53995312900886,47.75213162622668,6,9.329661258632523,76,77.12909449565639,False,False,False,True,True,6,1.0,True,True
borough_8__age_5,7,8,5,45-54,0.21188229637190606,0.788117703628094,61,71.62854300811598,124.8021579737803,41.110252072271216,9,15.17682017833345,52,56.45172282978253,False,False,False,True,True,6,1.0,True,True
borough_8__age_5,8,8,5,45-54,0.054559317842582035,0.9454406821574178,73,80.43701725071766,142.15593077891182,45.51420196639493,4,4.388588790491159,69,76.04842846022649,False,True,False,True,True,6,1.0,True,True
borough_8__age_6,3,8,6,55-64,0.03524992615833894,0.964750073841661,39,37.87377693184065,73.01254341831185,19.646254080816828,1,1.3350478401847836,38,36.53872909165587,False,True,False,True,True,6,1.0,True,True
borough_8__age_6,4,8,6,55-64,0.018505418099338065,0.9814945819006621,39,45.77590070996598,124.02082531367668,16.895816331723648,3,0.8471021815117066,36,44.92879852845428,False,True,False,True,True,6,1.0,True,True
borough_8__age_6,5,8,6,55-64,0.02575831492280946,0.9742416850771904,51,59.93341418690701,95.91256450251257,37.45092371088929,2,1.543783757025527,49,58.38963042988148,False,True,False,True,True,6,1.0,True,True
borough_8__age_6,6,8,6,55-64,0.07351914314408851,0.9264808568559115,40,43.868787931735845,70.32886547000841,27.363878853133198,3,3.2251956995109503,37,40.6435922322249,False,True,False,True,True,6,1.0,True,True
borough_8__age_6,7,8,6,55-64,0.02342266733662324,0.9765773326633769,38,38.2348893594662,59.507453679070075,24.566784057251684,2,0.8955630941193725,36,37.339326265346834,False,True,False,True,True,6,1.0,True,True
borough_8__age_6,8,8,6,55-64,0.021951888745282044,0.9780481112547181,41,41.367515402969424,76.83710133897873,22.27141967609339,2,0.908095095794726,39,40.4594203071747,False,True,False,True,True,6,1.0,True,True
borough_8__age_7,3,8,7,65-74,0.14109380921214432,0.8589061907878556,35,24.010621742686133,26.178651071619864,22.022141434756488,3,3.3877500832275214,32,20.62287165945861,False,True,False,True,True,6,1.0,True,True
borough_8__age_7,4,8,7,65-74,0.01680202248803818,0.9831979775119618,35,19.779082045852174,23.733167010535322,16.483770851268606,2,0.3323285813271604,33,19.446753464525013,False,True,False,True,True,6,1.0,True,True
borough_8__age_7,5,8,7,65-74,0.08900025947091622,0.9109997405290838,26,19.225211875371166,20.576637093887495,17.962545092594777,3,1.7110488452913737,23,17.514163030079793,True,True,False,True,True,6,1.0,True,True
borough_8__age_7,6,8,7,65-74,0.06637065181552772,0.9336293481844724,20,16.42519308743672,19.020166190952306,14.184259235753359,2,1.0901507714090752,18,15.335042316027648,True,True,False,True,True,6,1.0,True,True
borough_8__age_7,7,8,7,65-74,0.020246520666364076,0.979753479333636,19,13.07328623551753,10.574215766545635,16.16297764005292,1,0.2646885599446987,18,12.808597675572832,True,True,False,True,True,6,1.0,True,True
borough_8__age_7,8,8,7,65-74,0.08164914306209246,0.9183508569379076,24,18.443640569865348,20.31888891623886,16.741460562763386,3,1.5059074474747485,21,16.9377331223906,True,True,False,True,True,6,1.0,True,True
borough_8__age_8,3,8,8,75-84,0.0,1.0,12,10.93761164823178,17.009823285356173,7.033074157244575,0,0.0,12,10.93761164823178,True,True,True,True,True,6,1.0,True,True
borough_8__age_8,4,8,8,75-84,0.0,1.0,19,11.309195345764607,8.952331711906712,14.286546062469741,0,0.0,19,11.309195345764607,True,True,True,True,True,6,1.0,True,True
borough_8__age_8,5,8,8,75-84,0.22192295767566647,0.7780770423243335,7,15.024908899301359,40.84191544594792,5.527357984251997,1,3.3343722217404,6,11.690536677560958,True,True,False,True,True,6,1.0,True,True
borough_8__age_8,6,8,8,75-84,0.0,1.0,11,18.211812598847498,39.99646690005547,8.292485407881877,0,0.0,11,18.211812598847498,True,True,True,True,True,6,1.0,True,True
borough_8__age_8,7,8,8,75-84,0.0,1.0,8,13.301843552363692,33.40632598654092,5.296572929416019,0,0.0,8,13.301843552363692,True,True,True,True,True,6,1.0,True,True
borough_8__age_8,8,8,8,75-84,0.0,1.0,9,10.347832616253191,13.551835926633352,7.9013382713374085,0,0.0,9,10.347832616253191,True,True,True,True,True,6,1.0,True,True
borough_8__age_9,3,8,9,85+,0.0,1.0,4,2.7866239484117434,2.2692012840901485,3.42202918899519,0,0.0,4,2.7866239484117434,True,True,True,True,True,6,1.0,True,True
borough_8__age_9,4,8,9,85+,0.40145309191829553,0.5985469080817045,6,4.479598302519287,5.3635528644169845,3.7413262177504296,1,1.798348589098316,5,2.6812497134209714,True,True,False,True,True,6,1.0,True,True
borough_8__age_9,5,8,9,85+,0.716953670145659,0.2830463298543411,2,3.076966029448533,5.625130205085717,1.6831112527529484,1,2.2060420877266416,1,0.8709239417218916,True,True,False,True,True,6,1.0,True,True
borough_8__age_9,6,8,9,85+,0.0,1.0,2,2.5948197726796938,3.3759179812135613,1.994447048227491,0,0.0,2,2.5948197726796938,True,True,True,True,True,6,1.0,True,True
borough_8__age_9,7,8,9,85+,0.0,1.0,5,5.60979392472958,7.0504954044708805,4.463486049218214,0,0.0,5,5.60979392472958,True,True,True,True,True,6,1.0,True,True
borough_8__age_9,8,8,9,85+,0.0,1.0,1,1.6342748257966129,2.6708542062325495,1.0,0,0.0,1,1.6342748257966129,True,True,True,True,True,6,1.0,True,True
borough_9__age_2,3,9,2,16-24,0.17375568772743574,0.8262443122725642,23,69.25396312757354,296.6238589333052,16.16900078814531,4,12.033269991082017,19,57.22069313649152,True,True,False,True,True,6,1.0,True,True
borough_9__age_2,4,9,2,16-24,0.0,1.0,17,96.17370519411698,949.3243254876045,9.743120788582061,0,0.0,17,96.17370519411698,True,True,True,True,True,6,1.0,True,True
borough_9__age_2,5,9,2,16-24,0.1401784867602002,0.8598215132397997,32,105.8194412466065,483.99501820674436,23.136093811942395,3,14.833609143759213,29,90.98583210284728,False,True,False,True,True,6,1.0,True,True
borough_9__age_2,6,9,2,16-24,0.04197890146666418,0.9580210985333358,41,109.41446887247332,416.3942264453553,28.75046107349544,3,4.593099207824952,38,104.82136966464837,False,True,False,True,True,6,1.0,True,True
borough_9__age_2,7,9,2,16-24,0.3253194324389872,0.6746805675610127,31,107.29619591277988,670.4421731799805,17.171464024628285,6,34.90553755720793,25,72.39065835557194,False,False,False,True,True,6,1.0,True,True
borough_9__age_2,8,9,2,16-24,0.136809436694503,0.8631905633054969,37,118.62281743327341,481.9160182532215,29.198807017894033,8,16.228720832161006,29,102.3940966011124,False,False,False,True,True,6,1.0,True,True
borough_9__age_3,3,9,3,25-34,0.07240423375349911,0.927595766246501,42,163.38422802400382,1126.044407981461,23.706352767074144,3,11.829709837484973,39,151.55451818651886,False,True,False,True,True,6,1.0,True,True
borough_9__age_3,4,9,3,25-34,0.08493737514986287,0.9150626248501372,30,136.91556692128404,1035.1415282074033,18.109477742468314,2,11.629248871449258,28,125.28631804983479,False,True,False,True,True,6,1.0,True,True
borough_9__age_3,5,9,3,25-34,0.06538609004562836,0.9346139099543717,81,179.09002799438244,703.6825288243122,45.579130947894235,5,11.709996696714793,76,167.38003129766764,False,False,False,True,True,6,1.0,True,True
borough_9__age_3,6,9,3,25-34,0.06181427380447622,0.9381857261955238,78,156.4963698679897,588.3303740931597,41.62816482084362,6,9.673709456426497,72,146.8226604115632,False,False,False,True,True,6,1.0,True,True
borough_9__age_3,7,9,3,25-34,0.0217684613546579,0.9782315386453422,75,176.3948792441428,642.5873225753629,48.42167333593252,3,3.839845111985669,72,172.55503413215715,False,True,False,True,True,6,1.0,True,True
borough_9__age_3,8,9,3,25-34,0.10813801387605577,0.8918619861239443,47,130.57788851551646,686.6968811107143,24.829856430382744,7,14.120433520196983,40,116.4574549953195,False,False,False,True,True,6,1.0,True,True
borough_9__age_4,3,9,4,35-44,0.05827946580918577,0.9417205341908143,54,181.47774120597356,1344.785101647721,24.49028511162799,4,10.5764258137418,50,170.90131539223177,False,True,False,True,True,6,1.0,True,True
borough_9__age_4,4,9,4,35-44,0.21581571300652724,0.7841842869934728,59,181.5151958416451,788.4129940452583,41.78998389204558,11,39.17383141208406,48,142.34136442956103,False,False,False,True,True,6,1.0,True,True
borough_9__age_4,5,9,4,35-44,0.10938025210164944,0.8906197478983506,58,106.99722912337839,285.2820150000162,40.130139434412236,4,11.703383895693076,54,95.29384522768532,False,True,False,True,True,6,1.0,True,True
borough_9__age_4,6,9,4,35-44,0.07986521840523628,0.9201347815947637,104,182.91383315270545,557.9804964286368,59.96172011882288,5,14.60845323407977,99,168.30537991862568,False,False,False,True,True,6,1.0,True,True
borough_9__age_4,7,9,4,35-44,0.07581385264580756,0.9241861473541925,67,122.26754680935184,334.28470890881584,44.7204212587984,7,9.26957377716858,60,112.99797303218327,False,False,False,True,True,6,1.0,True,True
borough_9__age_4,8,9,4,35-44,0.05504429221203589,0.9449557077879641,73,141.93911396114737,447.8734511758558,44.983046034950284,6,7.812938065194859,67,134.1261758959525,False,False,False,True,True,6,1.0,True,True
borough_9__age_5,3,9,5,45-54,0.0617381945863735,0.9382618054136265,50,106.15792889689594,405.43040863589744,27.79640014076782,2,6.553998871122964,48,99.60393002577297,False,True,False,True,True,6,1.0,True,True
borough_9__age_5,4,9,5,45-54,0.09928144152377462,0.9007185584762253,52,155.52441001532128,768.7810801059903,31.46258764234811,6,15.440687618455668,46,140.0837223968656,False,False,False,True,True,6,1.0,True,True
borough_9__age_5,5,9,5,45-54,0.19980674593652795,0.8001932540634721,69,130.87620425335584,393.3558103899779,43.5447510557544,12,26.14994849238741,57,104.72625576096843,False,False,False,True,True,6,1.0,True,True
borough_9__age_5,6,9,5,45-54,0.0785673929618616,0.9214326070381385,60,114.3585741001396,332.3484486348156,39.34991580053107,5,8.984855029883837,55,105.37371907025577,False,False,False,True,True,6,1.0,True,True
borough_9__age_5,7,9,5,45-54,0.2521999400989273,0.7478000599010726,62,123.00848971618602,363.18710305635136,41.661965457813444,12,31.022733738081634,50,91.98575597810438,False,False,False,True,True,6,1.0,True,True
borough_9__age_5,8,9,5,45-54,0.18978301900024525,0.8102169809997547,74,169.4191938779313,613.3101587223101,46.799914930552994,11,32.15288609074167,63,137.26630778718962,False,False,False,True,True,6,1.0,True,True
borough_9__age_6,3,9,6,55-64,0.09767538874660374,0.9023246112533962,56,123.46354684557159,631.7388266970333,24.129033637818406,7,12.059349934175726,49,111.40419691139586,False,False,False,True,True,6,1.0,True,True
borough_9__age_6,4,9,6,55-64,0.13398528767005555,0.8660147123299444,50,101.54931850256479,297.91057501912667,34.615300540013635,5,13.606114652264237,45,87.94320385030055,False,False,False,True,True,6,1.0,True,True
borough_9__age_6,5,9,6,55-64,0.25343696477925964,0.7465630352207402,53,107.69994985970366,389.09173342955944,29.811168429469085,9,27.29514839932175,44,80.4048014603819,False,False,False,True,True,6,1.0,True,True
borough_9__age_6,6,9,6,55-64,0.09433797420710328,0.9056620257928967,59,96.06615323344448,257.8695162720503,35.78827746097536,7,9.062686285912317,52,87.00346694753216,False,False,False,True,True,6,1.0,True,True
borough_9__age_6,7,9,6,55-64,0.10800654869452869,0.8919934513054713,62,104.91759828241226,294.5876519802037,37.366476005889595,6,11.33178768780236,56,93.5858105946099,False,False,False,True,True,6,1.0,True,True
borough_9__age_6,8,9,6,55-64,0.13322085633039277,0.8667791436696073,61,122.1918511670026,392.2192983753615,38.06760287794356,8,16.27850304906399,53,105.91334811793861,False,False,False,True,True,6,1.0,True,True
borough_9__age_7,3,9,7,65-74,0.23657347588318567,0.7634265241168143,52,95.08871496557101,247.83846894071624,36.482890458649706,10,22.49546781667063,42,72.59324714890039,False,False,False,True,True,6,1.0,True,True
borough_9__age_7,4,9,7,65-74,0.08403904994453171,0.9159609500554683,54,106.18023029805559,319.1031908605938,35.33102027511058,3,8.923285677140173,51,97.25694462091542,False,True,False,True,True,6,1.0,True,True
borough_9__age_7,5,9,7,65-74,0.10750472895151639,0.8924952710484836,38,98.8318492784372,496.2481779962857,19.68316432160047,4,10.624891168455513,34,88.20695810998168,False,True,False,True,True,6,1.0,True,True
borough_9__age_7,6,9,7,65-74,0.34216630563356615,0.6578336943664339,37,66.42432666024457,172.44762691907985,25.58568796274173,10,22.72816645753308,27,43.696160202711496,False,False,False,True,True,6,1.0,True,True
borough_9__age_7,7,9,7,65-74,0.12015915091951303,0.8798408490804869,52,117.98263180863671,432.73366190384206,32.167364441330385,4,14.176692861375317,48,103.80593894726138,False,True,False,True,True,6,1.0,True,True
borough_9__age_7,8,9,7,65-74,0.09710987587226148,0.9028901241277385,48,81.51432002943862,185.8641412978929,35.74968427724938,7,7.915845499870583,41,73.59847452956804,False,False,False,True,True,6,1.0,True,True
borough_9__age_8,3,9,8,75-84,0.05882349975897156,0.9411765002410284,24,51.183305325748115,131.17795517287746,19.97081552777867,1,3.010781148492512,23,48.1725241772556,True,True,False,True,True,6,1.0,True,True
borough_9__age_8,4,9,8,75-84,0.20516969630300266,0.7948303036969974,20,44.845528779044116,120.54151524556508,16.684056504309346,3,9.200943520144047,17,35.64458525890007,True,True,False,True,True,6,1.0,True,True
borough_9__age_8,5,9,8,75-84,0.0,1.0,15,56.16557676020035,273.92219528005614,11.516306700085932,0,0.0,15,56.16557676020035,True,True,True,True,True,6,1.0,True,True
borough_9__age_8,6,9,8,75-84,0.04945908064308569,0.9505409193569143,16,67.82303545025563,387.9216515721985,11.857972142167228,1,3.354464979793053,15,64.46857047046258,True,True,False,True,True,6,1.0,True,True
borough_9__age_8,7,9,8,75-84,0.05654403642719468,0.9434559635728054,23,80.46737032654903,360.6221363557068,17.955075505634632,1,4.549949918944953,22,75.91742040760408,True,True,False,True,True,6,1.0,True,True
borough_9__age_8,8,9,8,75-84,0.10370850875592721,0.8962914912440728,15,56.04753796045484,277.53775358239176,11.318555659117097,1,5.812606581319994,14,50.23493137913485,True,True,False,True,True,6,1.0,True,True
borough_9__age_9,3,9,9,85+,0.0,1.0,2,3.847689106598639,7.719352819192952,1.917869516759003,0,0.0,2,3.847689106598639,True,True,True,True,True,6,1.0,True,True
borough_9__age_9,4,9,9,85+,0.0,1.0,5,15.936191848130578,72.76911594973522,3.4899724602377495,0,0.0,5,15.936191848130578,True,True,True,True,True,6,1.0,True,True
borough_9__age_9,5,9,9,85+,0.0,1.0,2,7.987912784366079,38.720039610425175,1.6478999322474714,0,0.0,2,7.987912784366079,True,True,True,True,True,6,1.0,True,True
borough_9__age_9,6,9,9,85+,0.0,1.0,7,20.212837314119557,64.268256046999,6.3570854013572,0,0.0,7,20.212837314119557,True,True,True,True,True,6,1.0,True,True
borough_9__age_9,7,9,9,85+,0.0,1.0,7,22.946517838490266,86.9009254667001,6.059114768736494,0,0.0,7,22.946517838490266,True,True,True,True,True,6,1.0,True,True
borough_9__age_9,8,9,9,85+,0.0,1.0,5,20.55480453166541,109.77024608444276,3.8489481841004265,0,0.0,5,20.55480453166541,True,True,True,True,True,6,1.0,True,True
borough_17__age_2,3,17,2,16-24,0.2800932297169267,0.7199067702830733,15,37.53566391351071,117.99809405829853,11.94024426133469,4,10.513485335104312,11,27.022178578406397,True,True,False,True,True,6,1.0,True,True
borough_17__age_2,4,17,2,16-24,0.197372555125401,0.8026274448745989,23,68.30981420283612,320.50481908395415,14.55900329287624,4,13.482482569355172,19,54.827331633480945,True,True,False,True,True,6,1.0,True,True
borough_17__age_2,5,17,2,16-24,0.2984120990230058,0.7015879009769942,18,43.37541092569719,158.3701030787489,11.879933373772948,3,12.943747420322717,15,30.431663505374473,True,True,False,True,True,6,1.0,True,True
borough_17__age_2,6,17,2,16-24,0.06518109827555453,0.9348189017244455,22,49.407688928842816,151.75118374822938,16.086330696038342,3,3.220447427638931,19,46.187241501203886,True,True,False,True,True,6,1.0,True,True
borough_17__age_2,7,17,2,16-24,0.10927594717167038,0.8907240528283298,21,44.56015592928746,136.21270089914876,14.577256623907244,3,4.8693532452902115,18,39.690802683997255,True,True,False,True,True,6,1.0,True,True
borough_17__age_2,8,17,2,16-24,0.13900943898377707,0.860990561016223,37,79.99223042802885,228.8130605057527,27.964998653081647,8,11.119675074861311,29,68.87255535316754,False,False,False,True,True,6,1.0,True,True
borough_17__age_3,3,17,3,25-34,0.07373370796348028,0.9262662920365198,44,130.72849747874096,650.6688352901687,26.26518918095693,4,9.639096855602054,40,121.08940062313891,False,True,False,True,True,6,1.0,True,True
borough_17__age_3,4,17,3,25-34,0.07365321671101055,0.9263467832889895,40,80.63334070429214,218.73098659466316,29.72480367028661,4,5.938904917025977,36,74.69443578726616,False,True,False,True,True,6,1.0,True,True
borough_17__age_3,5,17,3,25-34,0.11192520511665205,0.8880747948833478,53,78.90731566699174,229.14617748731652,27.17201977377482,7,8.831717491232462,46,70.07559817575927,False,False,False,True,True,6,1.0,True,True
borough_17__age_3,6,17,3,25-34,0.06084998442228466,0.9391500155777154,65,94.70731298936298,218.02899308429065,41.13891004485598,3,5.7629385200791745,62,88.9443744692838,False,True,False,True,True,6,1.0,True,True
borough_17__age_3,7,17,3,25-34,0.1320843011430335,0.8679156988569664,62,90.97924635588095,219.60533990622685,37.691357008980354,4,12.016930173436412,58,78.96231618244452,False,True,False,True,True,6,1.0,True,True
borough_17__age_3,8,17,3,25-34,0.07454901923375959,0.9254509807662404,53,75.13453755606211,170.70328764375208,33.07024024952884,4,5.601206085386506,49,69.5333314706756,False,True,False,True,True,6,1.0,True,True
